species,drug,n_classified,n_clsi_breakpoint,n_ecv_wt,n_ecv_nwt,n_unclassifiable,ecv_used,version,date_added
Blastobotrys adeninivorans,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Candida albicans,Posaconazole,9784,0,9422,362,0,0.06,v1,2026-07-07
Candida auris,Posaconazole,122,0,0,0,122,,v1,2026-07-07
Candida blankii,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida bracarensis,Posaconazole,13,0,0,0,13,,v1,2026-07-07
Candida cacao,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Candida catenulata,Posaconazole,4,0,0,0,4,,v1,2026-07-07
Candida digboiensis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida dubliniensis,Posaconazole,527,0,526,1,0,0.25,v1,2026-07-07
Candida duobushaemulonii,Posaconazole,5,0,0,0,5,,v1,2026-07-07
Candida fabianii,Posaconazole,31,0,0,0,31,,v1,2026-07-07
Candida fermentati,Posaconazole,47,0,0,0,47,,v1,2026-07-07
Candida fluviatilis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida glabrata,Posaconazole,4314,0,4023,291,0,1,v1,2026-07-07
Candida guilliermondii,Posaconazole,149,0,128,21,0,0.5,v1,2026-07-07
Candida haemulonii,Posaconazole,16,0,0,0,16,,v1,2026-07-07
Candida inconspicua,Posaconazole,20,0,0,0,20,,v1,2026-07-07
Candida inconspicua/Pichia cactophila,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Candida intermedia,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Candida kefyr,Posaconazole,181,0,0,0,181,,v1,2026-07-07
Candida krusei,Posaconazole,647,0,629,18,0,0.5,v1,2026-07-07
Candida lipolytica,Posaconazole,18,0,0,0,18,,v1,2026-07-07
Candida lusitaniae,Posaconazole,416,0,308,108,0,0.06,v1,2026-07-07
Candida margitis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida metapsilosis,Posaconazole,81,0,0,0,81,,v1,2026-07-07
Candida nivariensis,Posaconazole,15,0,0,0,15,,v1,2026-07-07
Candida norvegensis,Posaconazole,7,0,0,0,7,,v1,2026-07-07
Candida orthopsilosis,Posaconazole,174,0,0,0,174,,v1,2026-07-07
Candida palmioleophila,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida parapsilosis,Posaconazole,3424,0,3398,26,0,0.25,v1,2026-07-07
Candida pararugosa,Posaconazole,13,0,0,0,13,,v1,2026-07-07
Candida pelliculosa,Posaconazole,51,0,0,0,51,,v1,2026-07-07
Candida pseudohaemulonii,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Candida quercitrusa,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Candida rugosa,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Candida sojae,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Candida spencermartinsiae,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida sphaerica,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Candida thasaenensis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Candida theae,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Candida tropicalis,Posaconazole,2139,0,2011,128,0,0.12,v1,2026-07-07
Candida utilis,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Coprinellus radians,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Cryptococcus gattii,Posaconazole,13,0,0,0,13,,v1,2026-07-07
Cryptococcus gattii species complex,Posaconazole,6,0,0,0,6,,v1,2026-07-07
Cryptococcus laurentii,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Cryptococcus neoformans,Posaconazole,100,0,86,14,0,0.25,v1,2026-07-07
Cryptococcus neoformans var. grubii,Posaconazole,432,0,420,12,0,0.25,v1,2026-07-07
Cryptococcus neoformans var. neoformans,Posaconazole,52,0,52,0,0,0.25,v1,2026-07-07
Cunninghamella bertholletiae,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Cyberlindnera rhodanensis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Debaryomyces fabryi,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Epicoccum nigrum,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Exophiala attenuata,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Exophiala dermatitidis,Posaconazole,20,0,0,0,20,,v1,2026-07-07
Exophiala phaeomuriformis,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Fonsecaea pedrosoi,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium annulatum,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Fusarium dimerum,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium dimerum species complex,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium falciforme,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium incarnatum-equiseti species complex,Posaconazole,4,0,0,0,4,,v1,2026-07-07
Fusarium musae,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium oxysporum species complex,Posaconazole,25,0,0,0,25,,v1,2026-07-07
Fusarium petroliphilum,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium solani,Posaconazole,4,0,0,0,4,,v1,2026-07-07
Fusarium solani species complex,Posaconazole,65,0,0,0,65,,v1,2026-07-07
Geotrichum clavatum,Posaconazole,35,0,0,0,35,,v1,2026-07-07
Geotrichum silvicola,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Gibberella fujikuroi species complex,Posaconazole,37,0,0,0,37,,v1,2026-07-07
Kluyveromyces marxianus,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Kodamaea ohmeri,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Lichtheimia corymbifera,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Lichtheimia ramosa,Posaconazole,6,0,0,0,6,,v1,2026-07-07
Lodderomyces elongisporus,Posaconazole,7,0,0,0,7,,v1,2026-07-07
Lomentospora prolificans,Posaconazole,30,0,0,0,30,,v1,2026-07-07
Magnusiomyces capitatus,Posaconazole,26,0,0,0,26,,v1,2026-07-07
Malassezia pachydermatis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Medicopsis romeroi,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Microascus cirrosus,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Monascus ruber,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Mucor circinelloides,Posaconazole,15,0,0,0,15,,v1,2026-07-07
Mucor circinelloides/ Mucor ramosissimus,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Mucor indicus,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Paecilomyces lilacinus,Posaconazole,19,0,0,0,19,,v1,2026-07-07
Paecilomyces variotii,Posaconazole,14,0,0,0,14,,v1,2026-07-07
Penicillium chrysogenum,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Penicillium citrinum,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Penicillium georgiense,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Penicillium roqueforti group,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Penicillium subgenus aspergilloides,Posaconazole,4,0,0,0,4,,v1,2026-07-07
Penicillium subgenus furcatum,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Penicillium subgenus terverticillata,Posaconazole,4,0,0,0,4,,v1,2026-07-07
Penicillium variabile,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Phaeoacremonium parasiticum,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Phialemonium curvatum,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Pichia cactophila,Posaconazole,14,0,0,0,14,,v1,2026-07-07
Pichia kluyveri,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Pichia manshurica,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Pichia myanmarensis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Pichia norvegensis,Posaconazole,4,0,0,0,4,,v1,2026-07-07
Pichia onychis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Pleurostomophora richardsiae,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Pseudopithomyces sacchari,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Purpureocillium lilacinum,Posaconazole,5,0,0,0,5,,v1,2026-07-07
Rasamsonia argillacea,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Rasamsonia argillacea species complex,Posaconazole,5,0,0,0,5,,v1,2026-07-07
Rhizomucor miehei,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Rhizomucor pusillus,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Rhizopus microsporus,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Rhizopus microsporus group,Posaconazole,41,0,0,0,41,,v1,2026-07-07
Rhizopus oryzae,Posaconazole,20,0,0,0,20,,v1,2026-07-07
Rhizopus oryzae species complex,Posaconazole,10,0,0,0,10,,v1,2026-07-07
Rhodotorula mucilaginosa,Posaconazole,51,0,0,0,51,,v1,2026-07-07
Saccharomyces cerevisiae,Posaconazole,92,0,0,0,92,,v1,2026-07-07
Sarocladium kiliense,Posaconazole,19,0,0,0,19,,v1,2026-07-07
Scedosporium apiospermum,Posaconazole,15,0,0,0,15,,v1,2026-07-07
Scedosporium apiospermum / Scedosporium boydii,Posaconazole,61,0,0,0,61,,v1,2026-07-07
Scedosporium aurantiacum,Posaconazole,19,0,0,0,19,,v1,2026-07-07
Scedosporium boydii,Posaconazole,10,0,0,0,10,,v1,2026-07-07
Scedosporium dehoogii,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Scopulariopsis brevicaulis,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Scopulariopsis brevicaulis / Scopulariopsis brumptii,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Trichoderma longibrachiatum,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Trichomonascus ciferrii complex,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Trichosporon asahii,Posaconazole,94,0,0,0,94,,v1,2026-07-07
Trichosporon capitatum,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Trichosporon inkin,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Trichosporon loubieri,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Trichosporon montevideense,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Trichosporon mucoides,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Trichosporon mycotoxinivorans,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Trichosporon ovoides,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Aspergillus,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Unspeciated Candida,Posaconazole,5,0,0,0,5,,v1,2026-07-07
Unspeciated Chaetomium,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Coprinellus,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Corpinellus,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Cunninghamella,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Unspeciated Curvularia,Posaconazole,9,0,0,0,9,,v1,2026-07-07
Unspeciated Exophiala,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Fusarium,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Unspeciated Lichtheimia,Posaconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Mucor,Posaconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Paecilomyces,Posaconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Penicillium,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Phaeoacremonium,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Phialemoniopsis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Rhizopus,Posaconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Rhodotorula,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Sarocladium,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Scedosporium,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Scopulariopsis,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Unspeciated Syncephalastrum,Posaconazole,2,0,0,0,2,,v1,2026-07-07
Unspeciated Trichosporon,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Yeast,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Verruconis gallopava,Posaconazole,3,0,0,0,3,,v1,2026-07-07
Wangiella dermatitidis,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Wickerhamomyces anomalus,Posaconazole,1,0,0,0,1,,v1,2026-07-07
Yarrowia lipolytica,Posaconazole,8,0,0,0,8,,v1,2026-07-07
Acremonium strictum genogroup III,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Alternaria alternata,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Apiotrichum mycotoxinivorans,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus aculeatus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus alabamensis,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Aspergillus brasiliensis,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Aspergillus caelatus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus clavatus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus flavus,Voriconazole,11,0,0,0,11,,v1,2026-07-07
Aspergillus flavus species complex,Voriconazole,320,0,0,0,320,,v1,2026-07-07
Aspergillus foetidus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus fumigatus,Voriconazole,2084,2084,0,0,0,1,v1,2026-07-07
Aspergillus fumisynnematus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus hiratsukae,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Aspergillus hortai,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus lentulus,Voriconazole,11,0,0,0,11,,v1,2026-07-07
Aspergillus melleus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus nidulans,Voriconazole,49,0,0,0,49,,v1,2026-07-07
Aspergillus nidulans species complex,Voriconazole,20,0,0,0,20,,v1,2026-07-07
Aspergillus niger,Voriconazole,142,0,0,0,142,,v1,2026-07-07
Aspergillus niger species complex,Voriconazole,216,0,0,0,216,,v1,2026-07-07
Aspergillus nomius,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Aspergillus ochraceus species complex,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Aspergillus parasiticus,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Aspergillus piperis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus sclerotiorum,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Aspergillus sydowii,Voriconazole,10,0,0,0,10,,v1,2026-07-07
Aspergillus tamarii,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Aspergillus terreus,Voriconazole,77,0,0,0,77,,v1,2026-07-07
Aspergillus terreus species complex,Voriconazole,48,0,0,0,48,,v1,2026-07-07
Aspergillus thermomutatus,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Aspergillus tubingensis,Voriconazole,22,0,0,0,22,,v1,2026-07-07
Aspergillus udagawae,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Aspergillus unguis,Voriconazole,5,0,0,0,5,,v1,2026-07-07
Aspergillus ustus,Voriconazole,7,0,0,0,7,,v1,2026-07-07
Aspergillus ustus species complex,Voriconazole,12,0,0,0,12,,v1,2026-07-07
Aspergillus versicolor,Voriconazole,14,0,0,0,14,,v1,2026-07-07
Aspergillus versicolor species complex,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aspergillus welwitschiae,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Aureobasidium pullulans,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Blastobotrys adeninivorans,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Candida albicans,Voriconazole,9784,9784,0,0,0,,v1,2026-07-07
Candida auris,Voriconazole,122,0,0,0,122,,v1,2026-07-07
Candida blankii,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida bracarensis,Voriconazole,13,0,0,0,13,,v1,2026-07-07
Candida cacao,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Candida catenulata,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Candida digboiensis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida dubliniensis,Voriconazole,527,0,0,0,527,,v1,2026-07-07
Candida duobushaemulonii,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Candida fabianii,Voriconazole,31,0,0,0,31,,v1,2026-07-07
Candida fermentati,Voriconazole,47,0,0,0,47,,v1,2026-07-07
Candida fluviatilis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida glabrata,Voriconazole,4314,0,3967,347,0,0.5,v1,2026-07-07
Candida guilliermondii,Voriconazole,149,0,0,0,149,,v1,2026-07-07
Candida haemulonii,Voriconazole,16,0,0,0,16,,v1,2026-07-07
Candida inconspicua,Voriconazole,20,0,0,0,20,,v1,2026-07-07
Candida inconspicua/Pichia cactophila,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Candida intermedia,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Candida kefyr,Voriconazole,181,0,0,0,181,,v1,2026-07-07
Candida krusei,Voriconazole,647,647,0,0,0,,v1,2026-07-07
Candida lipolytica,Voriconazole,18,0,0,0,18,,v1,2026-07-07
Candida lusitaniae,Voriconazole,416,0,0,0,416,,v1,2026-07-07
Candida margitis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida metapsilosis,Voriconazole,81,0,0,0,81,,v1,2026-07-07
Candida nivariensis,Voriconazole,15,0,0,0,15,,v1,2026-07-07
Candida norvegensis,Voriconazole,7,0,0,0,7,,v1,2026-07-07
Candida orthopsilosis,Voriconazole,174,0,0,0,174,,v1,2026-07-07
Candida palmioleophila,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida parapsilosis,Voriconazole,3424,3424,0,0,0,,v1,2026-07-07
Candida pararugosa,Voriconazole,12,0,0,0,12,,v1,2026-07-07
Candida pelliculosa,Voriconazole,51,0,0,0,51,,v1,2026-07-07
Candida pseudohaemulonii,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Candida quercitrusa,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Candida rugosa,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Candida sojae,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Candida spencermartinsiae,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida sphaerica,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Candida thasaenensis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Candida theae,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Candida tropicalis,Voriconazole,2139,2139,0,0,0,,v1,2026-07-07
Candida utilis,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Coprinellus radians,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Cryptococcus gattii,Voriconazole,14,0,0,0,14,,v1,2026-07-07
Cryptococcus gattii species complex,Voriconazole,6,0,0,0,6,,v1,2026-07-07
Cryptococcus laurentii,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Cryptococcus neoformans,Voriconazole,100,0,100,0,0,0.25,v1,2026-07-07
Cryptococcus neoformans var. grubii,Voriconazole,432,0,430,2,0,0.25,v1,2026-07-07
Cryptococcus neoformans var. neoformans,Voriconazole,52,0,52,0,0,0.25,v1,2026-07-07
Cunninghamella bertholletiae,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Cyberlindnera rhodanensis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Debaryomyces fabryi,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Epicoccum nigrum,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Exophiala attenuata,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Exophiala dermatitidis,Voriconazole,20,0,0,0,20,,v1,2026-07-07
Exophiala phaeomuriformis,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Fonsecaea pedrosoi,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium annulatum,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Fusarium dimerum,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium dimerum species complex,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium falciforme,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium incarnatum-equiseti species complex,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Fusarium musae,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium oxysporum species complex,Voriconazole,25,0,0,0,25,,v1,2026-07-07
Fusarium petroliphilum,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Fusarium solani,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Fusarium solani species complex,Voriconazole,65,0,0,0,65,,v1,2026-07-07
Geotrichum clavatum,Voriconazole,35,0,0,0,35,,v1,2026-07-07
Geotrichum silvicola,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Gibberella fujikuroi species complex,Voriconazole,36,0,0,0,36,,v1,2026-07-07
Kluyveromyces marxianus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Kodamaea ohmeri,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Lichtheimia corymbifera,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Lichtheimia ramosa,Voriconazole,6,0,0,0,6,,v1,2026-07-07
Lodderomyces elongisporus,Voriconazole,7,0,0,0,7,,v1,2026-07-07
Lomentospora prolificans,Voriconazole,30,0,0,0,30,,v1,2026-07-07
Magnusiomyces capitatus,Voriconazole,26,0,0,0,26,,v1,2026-07-07
Malassezia pachydermatis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Medicopsis romeroi,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Microascus cirrosus,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Monascus ruber,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Mucor circinelloides,Voriconazole,15,0,0,0,15,,v1,2026-07-07
Mucor circinelloides/ Mucor ramosissimus,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Mucor indicus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Paecilomyces lilacinus,Voriconazole,19,0,0,0,19,,v1,2026-07-07
Paecilomyces variotii,Voriconazole,14,0,0,0,14,,v1,2026-07-07
Penicillium chrysogenum,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Penicillium citrinum,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Penicillium georgiense,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Penicillium roqueforti group,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Penicillium subgenus aspergilloides,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Penicillium subgenus furcatum,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Penicillium subgenus terverticillata,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Penicillium variabile,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Phaeoacremonium parasiticum,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Phialemonium curvatum,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Pichia cactophila,Voriconazole,14,0,0,0,14,,v1,2026-07-07
Pichia kluyveri,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Pichia manshurica,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Pichia myanmarensis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Pichia norvegensis,Voriconazole,4,0,0,0,4,,v1,2026-07-07
Pichia onychis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Pleurostomophora richardsiae,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Pseudopithomyces sacchari,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Purpureocillium lilacinum,Voriconazole,5,0,0,0,5,,v1,2026-07-07
Rasamsonia argillacea,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Rasamsonia argillacea species complex,Voriconazole,6,0,0,0,6,,v1,2026-07-07
Rhizomucor miehei,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Rhizomucor pusillus,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Rhizopus microsporus,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Rhizopus microsporus group,Voriconazole,41,0,0,0,41,,v1,2026-07-07
Rhizopus oryzae,Voriconazole,20,0,0,0,20,,v1,2026-07-07
Rhizopus oryzae species complex,Voriconazole,10,0,0,0,10,,v1,2026-07-07
Rhodotorula mucilaginosa,Voriconazole,52,0,0,0,52,,v1,2026-07-07
Saccharomyces cerevisiae,Voriconazole,92,0,0,0,92,,v1,2026-07-07
Sarocladium kiliense,Voriconazole,20,0,0,0,20,,v1,2026-07-07
Scedosporium apiospermum,Voriconazole,15,0,0,0,15,,v1,2026-07-07
Scedosporium apiospermum / Scedosporium boydii,Voriconazole,60,0,0,0,60,,v1,2026-07-07
Scedosporium aurantiacum,Voriconazole,19,0,0,0,19,,v1,2026-07-07
Scedosporium boydii,Voriconazole,10,0,0,0,10,,v1,2026-07-07
Scedosporium dehoogii,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Scopulariopsis brevicaulis,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Scopulariopsis brevicaulis / Scopulariopsis brumptii,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Trichoderma longibrachiatum,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Trichomonascus ciferrii complex,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Trichosporon asahii,Voriconazole,94,0,0,0,94,,v1,2026-07-07
Trichosporon capitatum,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Trichosporon inkin,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Trichosporon loubieri,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Trichosporon montevideense,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Trichosporon mucoides,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Trichosporon mycotoxinivorans,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Trichosporon ovoides,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Aspergillus,Voriconazole,3,0,0,0,3,,v1,2026-07-07
Unspeciated Candida,Voriconazole,5,0,0,0,5,,v1,2026-07-07
Unspeciated Chaetomium,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Coprinellus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Corpinellus,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Cunninghamella,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Unspeciated Curvularia,Voriconazole,9,0,0,0,9,,v1,2026-07-07
Unspeciated Exophiala,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Fusarium,Voriconazole,2,0,0,0,2,,v1,2026-07-07
Unspeciated Lichtheimia,Voriconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Mucor,Voriconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Paecilomyces,Voriconazole,6,0,0,0,6,,v1,2026-07-07
Unspeciated Penicillium,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Phaeoacremonium,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Phialemoniopsis,Voriconazole,1,0,0,0,1,,v1,2026-07-07
Unspeciated Rhizopus,Voriconazole,6,0,0,0,6,,v1,2026-07-07
